473173776067477504,473174079575699457
473173776067477504,473173929855811585
534930558301007872,535099529088229376
534930558301007872,534931591529656321
534930558301007872,534931157759311872
518392937517174784,518393593577603074
518392937517174784,518393245400051713
433616377350717440,433656447885672448
433616377350717440,433626846132187136
433616377350717440,433623163893997569
433616377350717440,433616592854077442
471017086337044480,471026539703058432
471017086337044480,471026522573508608
471017086337044480,471026457867997184
471017086337044480,471026361491259393
471017086337044480,471026295066091521
471017086337044480,471026232231202816
471017086337044480,471025865506443264
471017086337044480,471022171939028992
471017086337044480,471021907144622080
471017086337044480,471021596128583681
471017086337044480,471020648005791744
471017086337044480,471020608361598976
471017086337044480,471019185284198400
471017086337044480,471017921615892480
463126553568608256,463139653378256897
463126553568608256,463139084903260161
463126553568608256,463138936429113344
463126553568608256,463137050062225408
463126553568608256,463136646876000256
463126553568608256,463136229542731776
463126553568608256,463134425597743105
463126553568608256,463133028420575232
463126553568608256,463132550181826560
463126553568608256,463129447663939584
463126553568608256,463128585495392256
463126553568608256,463128296264183808
463126553568608256,463127413409341441
463126553568608256,463127266264756224
463126553568608256,463127114271555584
463126553568608256,463127052380405760
463126553568608256,463127051973562368
463126553568608256,463126817378160640
599625110165790720,603970318865137664
599625110165790720,603970278729846784
599625110165790720,599628890793979904
421645078243729408,421700993353408512
421645078243729408,421686385045565440
421645078243729408,421665508119678976
421645078243729408,421661745560977408
421645078243729408,421660489832472576
421645078243729408,421659955452985344
421645078243729408,421659816336297984
421645078243729408,421657519413424128
421645078243729408,421657434915373056
421645078243729408,421656491457011712
421645078243729408,421655841893146624
421645078243729408,421655250442158080
421645078243729408,421653625321291776
421645078243729408,421653114211426304
321215751505719296,321219195796856832
321215751505719296,321219098585489409
355770637043773440,355775559474741248
355156674903941120,355469548369100800
355156674903941120,355375088419348480
355156674903941120,355205578521448450
355156674903941120,355160734537232384
355156674903941120,355157340011499520
355156674903941120,355157175984857088
796355391068246016,799039583010885633
796355391068246016,798985751144710144
796355391068246016,798980954740162570
355156674903941120,355469548369100800
355156674903941120,355375088419348480
355156674903941120,355205578521448450
355156674903941120,355160734537232384
355156674903941120,355157340011499520
355156674903941120,355157175984857088
355156674903941120,355469548369100800
355156674903941120,355375088419348480
355156674903941120,355205578521448450
355156674903941120,355160734537232384
355156674903941120,355157340011499520
355156674903941120,355157175984857088
323938653560766464,323941299361312768
323938653560766464,323939592078237696
323938653560766464,323939224271327232
259238561952440320,266531157078851584
259238561952440320,266205415379980288
259238561952440320,266134824329302016
259238561952440320,266132489884536832
259238561952440320,266112355962851329
259238561952440320,261566716688097280
259238561952440320,261563986112307200
259238561952440320,261563777596682240
259238561952440320,261562836252237824
259238561952440320,261561011113439232
259238561952440320,260183517714071555
259238561952440320,260016672608485376
259238561952440320,259848239333900288
259238561952440320,259675774200725504
259238561952440320,259667183204966401
259238561952440320,259666869437489153
259238561952440320,259659187913633792
259238561952440320,259638927558840321
259238561952440320,259624816884215810
259238561952440320,259596165585174528
259238561952440320,259543568115458049
259238561952440320,259532512244686848
259238561952440320,259518100502876160
259238561952440320,259515244190265345
259238561952440320,259503823813480448
259238561952440320,259497113166180352
259238561952440320,259489934430322688
259238561952440320,259486095958478849
259238561952440320,259483799967117312
259238561952440320,259482114989387777
259238561952440320,259478392850763776
259238561952440320,259476134092230656
259238561952440320,259472016275558401
259238561952440320,259470857695547392
259238561952440320,259469122784612352
259238561952440320,259468589466263552
259238561952440320,259468207184830464
259238561952440320,259468176897757187
222114736295256064,222114873851658240
259238561952440320,266531157078851584
259238561952440320,266205415379980288
259238561952440320,266134824329302016
259238561952440320,266132489884536832
259238561952440320,266112355962851329
259238561952440320,261566716688097280
259238561952440320,261563986112307200
259238561952440320,261563777596682240
259238561952440320,261562836252237824
259238561952440320,261561011113439232
259238561952440320,260183517714071555
259238561952440320,260016672608485376
259238561952440320,259848239333900288
259238561952440320,259675774200725504
259238561952440320,259667183204966401
259238561952440320,259666869437489153
259238561952440320,259659187913633792
259238561952440320,259638927558840321
259238561952440320,259624816884215810
259238561952440320,259596165585174528
259238561952440320,259543568115458049
259238561952440320,259532512244686848
259238561952440320,259518100502876160
259238561952440320,259515244190265345
259238561952440320,259503823813480448
259238561952440320,259497113166180352
259238561952440320,259489934430322688
259238561952440320,259486095958478849
259238561952440320,259483799967117312
259238561952440320,259482114989387777
259238561952440320,259478392850763776
259238561952440320,259476134092230656
259238561952440320,259472016275558401
259238561952440320,259470857695547392
259238561952440320,259469122784612352
259238561952440320,259468589466263552
259238561952440320,259468207184830464
259238561952440320,259468176897757187
274186857980514304,274188735527124993
274186857980514304,274187239339204610
230443036482629632,230443860021620738
230443036482629632,230443403878486017
337316851791036416,337326783928102912
337316851791036416,337317298211790850
568146941139423232,568150743573786624
568146941139423232,568149393855148032
568146941139423232,568149224220725248
568146941139423232,568148926890704896
568146941139423232,568147641504120832
568146941139423232,568147155279441921
568146941139423232,568147000769826816
337316851791036416,337326783928102912
337316851791036416,337317298211790850
318550277848449024,318550549857443840
318550277848449024,318550403597873152
507366967783989248,507368758349160448
507366967783989248,507368396200378368
507366967783989248,507368205418262528
507366967783989248,507368038765981697
318550277848449024,318550549857443840
318550277848449024,318550403597873152
605652597563793408,605669199688515584
605652597563793408,605668309271379968
354848474916855808,354958344462671873
354323026059341824,354424609396891648
354323026059341824,354368149010923522
354323026059341824,354366865792970753
992396759782445056,992402876554203136
992396759782445056,992402558445596672
992396759782445056,992402164424290304
992396759782445056,992398528704991235
992396759782445056,992398237251203072
354323026059341824,354424609396891648
354323026059341824,354368149010923522
354323026059341824,354366865792970753
617900098375286784,617907226557173760
617900098375286784,617906845995401216
617900098375286784,617905671519010819
617900098375286784,617904666177863681
916057482065272832,916077562576678912
916057482065272832,916076146822909958
759444938425765888,761208013399044096
759444938425765888,761203430274629633
759444938425765888,761180152395014144
759444938425765888,759445505432707072
562249668944351232,562276730833231874
562249668944351232,562275302509129728
562249668944351232,562274128234053633
562249668944351232,562266108967665664
562059998826872832,562062320008830976
562059998826872832,562061941628076032
562059998826872832,562061615692935168
562059998826872832,562062320008830976
562059998826872832,562061941628076032
562059998826872832,562061615692935168
276488874350493696,276722408403116033
276488874350493696,276489791464427520
600775263325130752,600779262031966208
600775263325130752,600778940140154882
600775263325130752,600775546541318144
840954079803240448,841466308524945408
840954079803240448,840963191802847232
840954079803240448,840955201729249280
902157533258948608,904473373522239489
902157533258948608,904411249303314434
902157533258948608,904403622615711745
902157533258948608,904369781008158721
722428346752200704,722428940091068417
463126553568608256,463139653378256897
463126553568608256,463139084903260161
463126553568608256,463138936429113344
463126553568608256,463137050062225408
463126553568608256,463136646876000256
463126553568608256,463136229542731776
